Grade;Cod;Descricao;UN;Inicial;Ent.;Ent.MCDD;Reserva;Trans.;Saidas;Sai.MCDD;Disp.;Res.Magali;Inic.Agend.;Ent.Agend.;Sai.Agend.;Disp.Agend.
01;024046;PUVAGMSG GFPT51;cx  ;0001790;0000000;0000000;0000000;000000; 000000; 000000; 0001790; 0000000;0000000;0000000;0000000; 0000000
01;024055;SLOAGMSG GFPET5;cx  ;0000073;0000000;0000000;0000000;000000; 000000; 000000; 0000073; 0000000;0000000;0000000;0000000; 0000000
01;024168;MICULTN LN330 S;cx  ;0000059;0000000;0000000;0000000;000000; 000000; 000000; 0000059; 0000000;0000000;0000000;0000000; 0000000
01;024266;SALCHVTSE GFAVD;un  ;0000012;0000000;0000000;0000000;000000; 000000; 000000; 0000012; 0000000;0000000;0000000;0000000; 0000000
01;024306;RB MEL LT250FPN;cx  ;0000378;0000000;0000000;0000000;000000; 000000; 000000; 0000378; 0000000;0000000;0000000;0000000; 0000000
01;024479;BOH LN330 SP SH;cx  ;0000072;0000000;0000000;0000000;000000; 000000; 000000; 0000072; 0000000;0000000;0000000;0000000; 0000000
01;024819;ORIGINAL 300   ;Dz  ;0000700;0000288;0000000;0000000;000000; 000000; 000000; 0000988; 0000000;0000000;0000000;0000000; 0000000
01;024834;TINGOI TTP200ML;cx  ;0000029;0000000;0000000;0000000;000000; 000000; 000000; 0000029; 0000000;0000000;0000000;0000000; 0000000
01;024837;TINGOI TETRP330;cx  ;0000136;0000000;0000000;0000000;000000; 000000; 000000; 0000136; 0000000;0000000;0000000;0000000; 0000000
01;025151;OPW GFAVDR1L   ;un  ;0000041;0000000;0000000;0000000;000000; 000000; 000000; 0000041; 0000000;0000000;0000000;0000000; 0000000
01;025174;51ICB GFAVD275M;cx  ;0000004;0000000;0000000;0000000;000000; 000000; 000000; 0000004; 0000000;0000000;0000000;0000000; 0000000
01;025176;51ICFMML GFAVD2;cx  ;0000005;0000000;0000000;0000000;000000; 000000; 000000; 0000005; 0000000;0000000;0000000;0000000; 0000000
01;025178;51CFMI GFAVD275;cx  ;0000005;0000000;0000000;0000000;000000; 000000; 000000; 0000005; 0000000;0000000;0000000;0000000; 0000000
01;025220;C51POUD GFDEVDR;un  ;0000055;0000000;0000000;0000000;000000; 000000; 000000; 0000055; 0000000;0000000;0000000;0000000; 0000000
01;025333;SALESMO GFAVD75;un  ;0000009;0000000;0000000;0000000;000000; 000000; 000000; 0000009; 0000000;0000000;0000000;0000000; 0000000
01;025342;SALTESPCLBR GFA;un  ;0000003;0000000;0000000;0000000;000000; 000000; 000000; 0000003; 0000000;0000000;0000000;0000000; 0000000
01;025700;FUSION PT2 SHRK;cx  ;0000016;0000000;0000000;0000000;000000; 000000; 000000; 0000016; 0000000;0000000;0000000;0000000; 0000000
01;025837;SPTN LT473CXCAR;cx  ;0001900;0000000;0000000;0000000;000000; 000000; 000000; 0001900; 0000000;0000000;0000000;0000000; 0000000
01;026047;MALRU GV750ML  ;un  ;0000007;0000000;0000000;0000000;000000; 000000; 000000; 0000007; 0000000;0000000;0000000;0000000; 0000000
01;026188;S ARTOIS LT473C;cx  ;0000376;0000000;0000000;0000000;000000; 000000; 000000; 0000376; 0000000;0000000;0000000;0000000; 0000000
01;026411;TINECAJ TETRP1L;cx  ;0000021;0000000;0000000;0000000;000000; 000000; 000000; 0000021; 0000000;0000000;0000000;0000000; 0000000
01;026461;KITBUD LN3302UN;un  ;0000005;0000000;0000000;0000000;000000; 000000; 000000; 0000005; 0000000;0000000;0000000;0000000; 0000000
01;026462;ORIGINAL LT473C;cx  ;0002534;0000660;0000000;0000000;000000; 000000; 000000; 0003194; 0000000;0000000;0000000;0000000; 0000000
01;026539;TINCMAC TETRP1L;cx  ;0000005;0000000;0000000;0000000;000000; 000000; 000000; 0000005; 0000000;0000000;0000000;0000000; 0000000
01;026607;REDBULPIT LT250;cx  ;0000778;0000000;0000000;0000000;000000; 000000; 000000; 0000778; 0000000;0000000;0000000;0000000; 0000000
01;026754;BRDM 300       ;Dz  ;0000168;0000000;0000000;0000000;000000; 000000; 000000; 0000168; 0000000;0000000;0000000;0000000; 0000000
01;026936;YPCOGTG GFAVD96;un  ;0000064;0000000;0000000;0000000;000000; 000000; 000000; 0000064; 0000000;0000000;0000000;0000000; 0000000
01;026993;WHITHOR GFAVDR5;un  ;0000585;0000000;0000000;0000000;000000; 000000; 000000; 0000585; 0000000;0000000;0000000;0000000; 0000000
01;027001;GOGIDR GFAVD750;un  ;0000086;0000000;0000000;0000000;000000; 000000; 000000; 0000086; 0000000;0000000;0000000;0000000; 0000000
01;027038;HEINMO SQUZ255G;un  ;0000001;0000000;0000000;0000000;000000; 000000; 000000; 0000001; 0000000;0000000;0000000;0000000; 0000000
01;027177;HALMENT ENV28GC;cx  ;0000404;0000000;0000000;0000000;000000; 000000; 000000; 0000404; 0000000;0000000;0000000;0000000; 0000000
01;027179;HALMORA ENV28GC;cx  ;0000100;0000000;0000000;0000000;000000; 000000; 000000; 0000100; 0000000;0000000;0000000;0000000; 0000000
01;027367;GITUDTRAD GFVD1;un  ;0000104;0000000;0000000;0000000;000000; 000000; 000000; 0000104; 0000000;0000000;0000000;0000000; 0000000
01;027372;JACKWH GFAVD750;un  ;0000023;0000000;0000000;0000000;000000; 000000; 000000; 0000023; 0000000;0000000;0000000;0000000; 0000000
01;027393;TQSLADA GFAVDR1;un  ;0000159;0000000;0000000;0000000;000000; 000000; 000000; 0000159; 0000000;0000000;0000000;0000000; 0000000
01;027394;TQADAG GFAVDR1L;un  ;0000292;0000000;0000000;0000000;000000; 000000; 000000; 0000292; 0000000;0000000;0000000;0000000; 0000000
01;027825;DOCON GFVD900ML;un  ;0000046;0000000;0000000;0000000;000000; 000000; 000000; 0000046; 0000000;0000000;0000000;0000000; 0000000
01;028137;SKBECAIP LT269C;cx  ;0000188;0000000;0000000;0000000;000000; 000000; 000000; 0000188; 0000000;0000000;0000000;0000000; 0000000
01;029197;TGREPL PCT18GDP;cx  ;0000139;0000000;0000000;0000000;000000; 000000; 000000; 0000139; 0000000;0000000;0000000;0000000; 0000000
01;029199;TREPL PCT18GDPC;cx  ;0000148;0000000;0000000;0000000;000000; 000000; 000000; 0000148; 0000000;0000000;0000000;0000000; 0000000
01;029201;TREPA PCT18GDPC;cx  ;0000115;0000000;0000000;0000000;000000; 000000; 000000; 0000115; 0000000;0000000;0000000;0000000; 0000000
01;029207;TREPM PCT18GDPC;cx  ;0000117;0000000;0000000;0000000;000000; 000000; 000000; 0000117; 0000000;0000000;0000000;0000000; 0000000
01;029209;TGREPM PCT18GDP;cx  ;0000130;0000000;0000000;0000000;000000; 000000; 000000; 0000130; 0000000;0000000;0000000;0000000; 0000000
01;029215;TREPU PCT18GDPC;cx  ;0000110;0000000;0000000;0000000;000000; 000000; 000000; 0000110; 0000000;0000000;0000000;0000000; 0000000
01;029232;51MAVE GFAVD275;cx  ;0000001;0000000;0000000;0000000;000000; 000000; 000000; 0000001; 0000000;0000000;0000000;0000000; 0000000
01;029253;ORIGINAL GFAVD1;Dz  ;0000030;0000000;0000000;0000000;000000; 000000; 000000; 0000030; 0000000;0000000;0000000;0000000; 0000000
01;029485;SKBECAIP LN269S;cx  ;0000036;0000000;0000000;0000000;000000; 000000; 000000; 0000036; 0000000;0000000;0000000;0000000; 0000000
01;029493;GTZCLARL PT350S;cx  ;0000064;0000000;0000000;0000000;000000; 000000; 000000; 0000064; 0000000;0000000;0000000;0000000; 0000000
01;029495;GTZCFRS PT350SH;cx  ;0000177;0000000;0000000;0000000;000000; 000000; 000000; 0000177; 0000000;0000000;0000000;0000000; 0000000
01;029504;OLPWIS GFAVD750;un  ;0000005;0000000;0000000;0000000;000000; 000000; 000000; 0000005; 0000000;0000000;0000000;0000000; 0000000
01;029580;STARTPG LN330 S;cx  ;0000030;0000000;0000000;0000000;000000; 000000; 000000; 0000030; 0000000;0000000;0000000;0000000; 0000000
01;029700;BUD 300        ;Dz  ;0000100;0000000;0000000;0000000;000000; 000000; 000000; 0000100; 0000000;0000000;0000000;0000000; 0000000
01;029926;JWBLWI GFVD1L  ;un  ;0000074;0000000;0000000;0000000;000000; 000000; 000000; 0000074; 0000000;0000000;0000000;0000000; 0000000
01;029934;XMBMRGL LAT355M;cx  ;0000287;0000000;0000000;0000000;000000; 000000; 000000; 0000287; 0000000;0000000;0000000;0000000; 0000000
01;030045;RB BR LT473ML C;cx  ;0000134;0000000;0000000;0000000;000000; 000000; 000000; 0000134; 0000000;0000000;0000000;0000000; 0000000
01;030649;ABSRAFR GV750ML;un  ;0000002;0000000;0000000;0000000;000000; 000000; 000000; 0000002; 0000000;0000000;0000000;0000000; 0000000
01;030910;GCAPCBLK PT1LPC;cx  ;0000660;0000000;0000000;0000000;000000; 000000; 000000; 0000660; 0000000;0000000;0000000;0000000; 0000000
01;031105;GCA PT500SHC12N;cx  ;0000005;0000000;0000000;0000000;000000; 000000; 000000; 0000005; 0000000;0000000;0000000;0000000; 0000000
01;031226;TSUVMAMCJPH TTP;cx  ;0000091;0000000;0000000;0000000;000000; 000000; 000000; 0000091; 0000000;0000000;0000000;0000000; 0000000
01;031232;TIALNECP TTP200;cx  ;0000148;0000000;0000000;0000000;000000; 000000; 000000; 0000148; 0000000;0000000;0000000;0000000; 0000000
01;031235;TALNABC TETRP1L;cx  ;0000027;0000000;0000000;0000000;000000; 000000; 000000; 0000027; 0000000;0000000;0000000;0000000; 0000000
01;031237;TINCMAC TETRP33;cx  ;0000180;0000000;0000000;0000000;000000; 000000; 000000; 0000180; 0000000;0000000;0000000;0000000; 0000000
01;031241;TINCMAC TTP200M;cx  ;0000077;0000000;0000000;0000000;000000; 000000; 000000; 0000077; 0000000;0000000;0000000;0000000; 0000000
01;031243;TIANECMA TTP200;cx  ;0000129;0000000;0000000;0000000;000000; 000000; 000000; 0000129; 0000000;0000000;0000000;0000000; 0000000
01;031274;TIALNUV TTP200M;cx  ;0000092;0000000;0000000;0000000;000000; 000000; 000000; 0000092; 0000000;0000000;0000000;0000000; 0000000
01;031856;COREXTN LT473CX;cx  ;0003423;0000000;0000000;0000000;000000; 000000; 000000; 0003423; 0000000;0000000;0000000;0000000; 0000000
01;032094;BUWD12A GV750ML;un  ;0000031;0000000;0000000;0000000;000000; 000000; 000000; 0000031; 0000000;0000000;0000000;0000000; 0000000
01;032277;MAMCGA GFPET1,5;cx  ;0000052;0000000;0000000;0000000;000000; 000000; 000000; 0000052; 0000000;0000000;0000000;0000000; 0000000
01;032349;BTTROP LT269CPC;cx  ;0000208;0000000;0000000;0000000;000000; 000000; 000000; 0000208; 0000000;0000000;0000000;0000000; 0000000
01;032361;BTTROP LN269SPS;cx  ;0000063;0000000;0000000;0000000;000000; 000000; 000000; 0000063; 0000000;0000000;0000000;0000000; 0000000
01;032425;FUSION MELAC LT;cx  ;0000134;0000000;0000000;0000000;000000; 000000; 000000; 0000134; 0000000;0000000;0000000;0000000; 0000000
01;032427;FUSTROP LT473SH;cx  ;0000018;0000000;0000000;0000000;000000; 000000; 000000; 0000018; 0000000;0000000;0000000;0000000; 0000000
01;032473;STARTPG LT473CX;cx  ;0000151;0000000;0000000;0000000;000000; 000000; 000000; 0000151; 0000000;0000000;0000000;0000000; 0000000
01;032644;BUBUVA DSP5GCX6;cx  ;0000053;0000000;0000000;0000000;000000; 000000; 000000; 0000053; 0000000;0000000;0000000;0000000; 0000000
01;032646;BUBTUFR DSP5GCX;cx  ;0000044;0000000;0000000;0000000;000000; 000000; 000000; 0000044; 0000000;0000000;0000000;0000000; 0000000
01;032648;BUBMORA DSP5GCX;cx  ;0000030;0000000;0000000;0000000;000000; 000000; 000000; 0000030; 0000000;0000000;0000000;0000000; 0000000
01;032795;MIDAGMSG GFPET1;cx  ;0000007;0000000;0000000;0000000;000000; 000000; 000000; 0000007; 0000000;0000000;0000000;0000000; 0000000
01;032969;REDBULSMP LT250;cx  ;0000764;0000000;0000000;0000000;000000; 000000; 000000; 0000764; 0000000;0000000;0000000;0000000; 0000000
